Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
550,Syosset Hospital,HOSP,Hospital,11/18/1984,221 Jericho Turnpike,,Syosset,New York,11791,5164966400.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,North Shore University Hospital,541.0,2951001H,North Shore University Hospital Inc,300 Community Drive,,Manhasset,New York,11030,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.810238,-73.508614,"(40.810238, -73.508614)"
12840,Star Multi Care Services,LHCSA,Licensed Home Care Services Agency,08/28/2006,115 Braod Hollow Rd,Ste 275,Melville,New York,11747,6314236689.0,6314275466.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1291L001,"Efc Of New York, Inc.",115 Broad Hollow Rd,Ste 275,Melville,New York,11747,,,Ste 275,,New York,,Business Corporation,40.78886,-73.41443,"(40.78886, -73.41443)"
15068,Sunrise of Huntington,AH,Adult Home,10/16/2020,300 West Hills Road,,Huntington Station,New York,11746,6317602044.0,6317602045.0,www.sunriseseniorliving.com/communities/sunrise-of-huntington#http://www.sunrise,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-959,"GWC-West Hills, Inc.",353 North Clark Street #3300,,"Chicago, IL",New York,60654,,,,,New York,,Business Corporation,40.827062,-73.419928,"(40.827062, -73.419928)"
13000,Blessed Healthcare And Staffing Agency,LHCSA,Licensed Home Care Services Agency,09/18/2009,692 South Wellwood Avenue,,Lindenhurst,New York,11757,6313908646.0,6313908645.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1621L001,Blessed Healthcare And Staffing Agency,692 South Wellwood Avenue,,Lindenhurst,New York,11757,,,,,New York,,Partnership,40.675482,-73.360059,"(40.675482, -73.360059)"
13765,"G.E.M. Health Care Agency, Inc.",LHCSA,Licensed Home Care Services Agency,10/29/1991,147 West Merrick Road,Suite 202,Freeport,New York,11520,5162555400.0,5165362354.0,gemhealthcareagency.com,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,9169L001,"G.E.M. Health Care Agency, Inc.",147 West Merrick Road,Suite 202,Freeport,New York,11520,,,Suite 202,,New York,,Business Corporation,40.652789,-73.586547,"(40.652789, -73.586547)"
13100,Comfort Keepers,LHCSA,Licensed Home Care Services Agency,08/29/2013,366 North Broadway Suite,PHW-2,Jericho,New York,11753,5168274270.0,5168274271.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1789L001,"Senior Comfort Solutions, Llc",366 North Broadway,Suite PHW-2,Jericho,New York,11753,,,Suite PHW-2,,New York,,LLC,,,
15075,The Bristal at East Northport,EHP,Enriched Housing Program,03/04/2011,760 Larkfield Road,,East Northport,New York,11731,6318580100.0,6315806421.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-S-303,"Engel Burman Sr. Housing at East Northport, LLC",760 Larkfield Road,,East Northport,New York,11731,,,,,New York,,LLC,40.838157,-73.313347,"(40.838157, -73.313347)"
905,SUNY at Stony Brook School of Dental Medicine Dental Care Center,DTC,Diagnostic and Treatment Center,09/27/1979,Nicolls Road,,Stony Brook,New York,11794,6316328942.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151201R,SUNY at Stony Brook,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,40.913532,-73.116364,"(40.913532, -73.116364)"
10420,South Shore University Hospital Sleep Center Extension Clinic,HOSP-EC,Hospital Extension Clinic,07/01/2020,125 Kennedy Drive,,Hauppauge,New York,11788,6319683150.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,South Shore University Hospital,924.0,5154000H,South Shore University Hospital,301 East Main Street,,Bay Shore,New York,11706,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.81103,-73.238057,"(40.81103, -73.238057)"
521,The Grand Rehabilitation and Nursing at Great Neck,NH,Residential Health Care Facility - SNF,02/01/1989,15 St Pauls Place,,Great Neck,New York,11021,5164663001.0,5164981685.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2913302N,"Grand Great Neck, LLC",15 St. Paul's Place,,Great Neck,New York,11021,,,,,New York,,LLC,40.788807,-73.722359,"(40.788807, -73.722359)"
13969,Mobile Health Center #1,,Mobile Diagnostic and Treatment Center Extension Clinic,12/24/2020,540 Fulton Avenue,,Hempstead,New York,11550,,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Planned Parenthood Margaret Sanger Center,1543.0,7002273R,"Planned Parenthood of Greater New York, Inc.",26 Bleeker Street,,New York,New York,10012,,,,,New York,,Not for Profit Corporation,40.710143,-73.612895,"(40.710143, -73.612895)"
6457,Lynbrook Surgery Center,DTC,Diagnostic and Treatment Center,10/11/2002,"444 Merrick Road, 4th Floor",,Lynbrook,New York,11563,5162562102.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2907201R,"Lynbrook SC, LLC",444 Merrick Road,,Lynbrook,New York,11563,,,,,New York,,LLC,,,
15048,The Arbors at Islandia West,AH,Adult Home,05/01/1992,1515 Veterans Memorial Highway,,Islandia,New York,11749,6315823600.0,6315826082.0,www.seniorcareassistedliving.com#http://www.seniorcareassistedliving.com#,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-915,"Arcadia Management, Inc.",1515 Veterans Memorial Highway,,Islandia,New York,11749-4848,,,,,New York,,Business Corporation,40.810876,-73.185199,"(40.810876, -73.185199)"
4781,East End Methadone,DTC-EC,Diagnostic and Treatment Center Extension Clinic,08/10/1993,300 Center Drive,,Riverhead,New York,11901,5168522680.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Suffolk County Department of Health Clinic Services - Hauppauge Methadone,2951.0,5155200R,Suffolk County Department of Health,225 Rabro Drive East,,Hauppauge,New York,11788,,,,,New York,,County,40.912373,-72.668213,"(40.912373, -72.668213)"
13953,Freeport High School,,School Based Diagnostic and Treatment Center Extension Clinic,11/20/2020,50 South Brookside Avenue,,Freeport,New York,11520,,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Harmony Health Care Long Island,15557.0,2908201R,Nassau Health Care Corporation,240 Old Country Road,,Mineola,New York,11501,Harmony Health Care Long Island,2201 Hempstead Turnpike,,East Meadow,New York,11554.0,Public Benefit Corporation,40.654934,-73.602005,"(40.654934, -73.602005)"
9038,GSHMC-Central Regional Laboratory Services,HOSP-EC,Hospital Extension Clinic,05/20/2009,70 Arkay Drive,,Hauppauge,New York,11788,6319516707.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Good Samaritan Hospital Medical Center,925.0,5154001H,Good Samaritan Hospital Medical Center,1000 Montauk Highway,,West Islip,New York,11795,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747.0,Not for Profit Corporation,40.812447,-73.252403,"(40.812447, -73.252403)"
13951,Fresenius Kidney Care - Commack,DTC-EC,Diagnostic and Treatment Center Extension Clinic,03/27/2020,6300 Jericho Turnpike,,Commack,New York,11725,6315793928.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,FMS-Southern Manhattan Dialysis Center,3414.0,7002176R,New York Dialysis Services Inc,650 Mcclellan,,Schenectady,New York,12304,,,,,New York,,Business Corporation,40.842418,-73.296894,"(40.842418, -73.296894)"
15080,The Bristal at Mount Sinai,EHP,Enriched Housing Program,07/13/2020,400 Sutton Court,,Mount Sinai,New York,11766,6312508989.0,6318288448.0,thebristal.com,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-S-315,"EB Care at Mount Sinai, LLC",67 Clinton Road,,Garden City,New York,11530,,,,,New York,,LLC,40.9305,-72.9992,"(40.9305, -72.9992)"
10159,The Center for Primary and Behavioral Healthcare,HOSP-EC,Hospital Extension Clinic,06/26/2018,250 Fulton Street,,Hempstead,New York,11550,5164977520.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Mount Sinai South Nassau,527.0,2950001H,South Nassau Communities Hospital Inc,2445 Oceanside Road,,Oceanside,New York,11572,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029.0,Not for Profit Corporation,40.70736,-73.626137,"(40.70736, -73.626137)"
15053,Sunrise of West Babylon,AH,Adult Home,12/31/2010,580 Montauk Highway,,West Babylon,New York,11704,6314228500.0,6314228700.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-924,"GWC - West Babylon, Inc.",580 Montauk Highway,,West Babylon,New York,11704,,,,,New York,,Business Corporation,40.686711,-73.341398,"(40.686711, -73.341398)"
15289,Atlantic Surgery Center,DTC,Diagnostic and Treatment Center,04/26/2022,1145 Montauk Highway,,West Islip,New York,11795,6317431145.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154215R,"Atlantic SC, LLC",1145 Montauk Highway,,West Islip,New York,11795,,,,,New York,,LLC,,,
3860,Northwell Health STARS at Bay Shore,HOSP-EC,Hospital Extension Clinic,10/26/1987,46 Brentwood Road,,Bay Shore,New York,11706,5169683000.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,South Shore University Hospital,924.0,5154000H,South Shore University Hospital,301 East Main Street,,Bay Shore,New York,11706,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,,,
10010,Main Street Dialysis Center,DTC,Diagnostic and Treatment Center,01/26/2017,3 North Main Street,,Freeport,New York,11520,5167717112.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2904202R,"Main Street Dialysis Center, LLC",3 North Main Street,,Freeport,New York,11520,,,,,New York,,LLC,40.657843,-73.584322,"(40.657843, -73.584322)"
547,Highfield Gardens Care Center of Great Neck,NH,Residential Health Care Facility - SNF,01/17/1990,199 Community Drive,,Great Neck,New York,11021,5163659229.0,5163030286.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2951306N,Wedgewood Care Center Inc,199 Community Drive,,Great Neck,New York,11021,,,,,New York,,Business Corporation,40.7859,-73.705101,"(40.7859, -73.705101)"
12658,Region Care Nursing Agency,LHCSA,Licensed Home Care Services Agency,04/13/1999,200 Community Drive,,Great Neck,New York,11021-5504,5164143900.0,5164143989.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,0861L001,"Regioncare, Inc.",200 Community Drive,,Great Neck,New York,11021-5504,,,,,New York,,Business Corporation,40.781673,-73.70714,"(40.781673, -73.70714)"
9960,The NSUH Imaging Center at Smithtown,HOSP-EC,Hospital Extension Clinic,09/22/2016,226 Middle Country Road,,Smithtown,New York,11787,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,North Shore University Hospital,541.0,2951001H,North Shore University Hospital Inc,300 Community Drive,,Manhasset,New York,11030,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.855995,-73.182725,"(40.855995, -73.182725)"
6856,Center for Advanced Medicine,HOSP-EC,Hospital Extension Clinic,03/17/2006,450 Lakeville Road,,Lake Success,New York,11042,5167348500.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,North Shore University Hospital,541.0,2951001H,North Shore University Hospital Inc,300 Community Drive,,Manhasset,New York,11030,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.753628,-73.703323,"(40.753628, -73.703323)"
13430,Sachem Licensed Home Care Service Agency,LHCSA,Licensed Home Care Services Agency,11/09/2015,1298 Coates Avenue,,Holbrook,New York,11741,6315884554.0,6315884578.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,2310L001,Sachem Adult Home And Alp Llc,1298 Coates Avenue,,Holbrook,New York,11741,,,,,New York,,LLC,40.797548,-73.081553,"(40.797548, -73.081553)"
13393,Axzons Health System Corporation,LHCSA,Licensed Home Care Services Agency,02/05/2018,70 East Sunrise Highway,Suite 500,Valley Stream,New York,11581,3478299667.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2252L001,Axzons Health System Corporation,70 East Sunrise Highway,Suite 500,Valley Stream,New York,11581,,,Suite 500,,New York,,Business Corporation,,,
13090,Long Beach Assisted Living,LHCSA,Licensed Home Care Services Agency,04/17/2012,274 West Broadway,,Long Beach,New York,11561,5168970140.0,5164311991.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1756L001,"Hempstead Alp, Llc",274 West Broadway,,Long Beach,New York,11561,,,,,New York,,LLC,40.58449,-73.672127,"(40.58449, -73.672127)"
7091,NSUH Sleep Studies Center,HOSP-EC,Hospital Extension Clinic,04/23/1997,100 Community Drive,,Great Neck,New York,11021,,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,North Shore University Hospital,541.0,2951001H,North Shore University Hospital Inc,300 Community Drive,,Manhasset,New York,11030,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.7859,-73.705101,"(40.7859, -73.705101)"
9171,Roosevelt/Freeport Family Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,10/27/2010,380 Nassau Road,,Roosevelt,New York,11575,5163843702.0,5165725856.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Harmony Health Care Long Island,15557.0,2908201R,Nassau Health Care Corporation,240 Old Country Road,,Mineola,New York,11501,Harmony Health Care Long Island,2201 Hempstead Turnpike,,East Meadow,New York,11554.0,Public Benefit Corporation,40.681763,-73.59124,"(40.681763, -73.59124)"
2831,Huntington Methadone,DTC-EC,Diagnostic and Treatment Center Extension Clinic,06/22/1982,689 E Jericho Turnpike,,Huntington Station,New York,11746,5168544400.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Suffolk County Department of Health Clinic Services - Hauppauge Methadone,2951.0,5155200R,Suffolk County Department of Health,225 Rabro Drive East,,Hauppauge,New York,11788,,,,,New York,,County,40.834328,-73.385345,"(40.834328, -73.385345)"
509,Mayfair Care Center,NH,Residential Health Care Facility - SNF,02/01/1979,100 Baldwin Road,,Hempstead,New York,11550,5165387171.0,5164813688.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2906302N,Mayfair Care Center Inc,100 Baldwin Road,,Hempstead,New York,11550,,,,,New York,,Business Corporation,40.697823,-73.615936,"(40.697823, -73.615936)"
4068,Melville Surgery Center,DTC,Diagnostic and Treatment Center,12/27/2006,1895 Walt Whitman Road,,Melville,New York,11747,6312939700.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5153209R,"Melville SC, LLC",1895 Walt Whitman Road,,Melville,New York,11747,,,,,New York,,LLC,40.767159,-73.424843,"(40.767159, -73.424843)"
13318,"Cl Healthcare, Inc.",LHCSA,Licensed Home Care Services Agency,04/24/2013,555 Albany Avenue,,Amityville,New York,11701,6318417300.0,6318417248.0,http://www.centerlight.org/,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,2112L017,"Cl Healthcare, Inc.",1250 Waters Place,Tower 1 Suite 602,Bronx,New York,10461,,,Tower 1 Suite 602,,New York,,Not for Profit Corporation,40.704078,-73.403541,"(40.704078, -73.403541)"
5638,Westhampton Care Center,NH,Residential Health Care Facility - SNF,03/23/1995,78 Old Country Road,,Westhampton,New York,11977,6312880101.0,6312880238.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5158302N,Hampton NH Operating LLC,460 Bayview Ave.,,Inwood,New York,11096,,,,,New York,,LLC,40.825905,-72.67804,"(40.825905, -72.67804)"
15396,Catholic Health Physical Therapy and Rehabilitation,HOSP-EC,Hospital Extension Clinic,01/26/2023,761 Merrick Avenue,,Westbury,New York,11590,6314765606.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Mercy Hospital,513.0,2909000H,Mercy Medical Center,393 Front Street,,Hempstead,New York,11530,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747.0,Not for Profit Corporation,,,
12481,"Attentive Care, Inc.",LHCSA,Licensed Home Care Services Agency,05/24/1989,55 N Broadway,Ste 106,Hicksville,New York,11801-2940,5168222080.0,5168222085.0,www.attentiveservices.com,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,0051L001,"Attentive Care, Inc.",5 Computer Dr. West,,Albany,New York,12205-1617,,,,,New York,,Business Corporation,,,
4415,Manhasset Ambulatory Care Center,HOSP-EC,Hospital Extension Clinic,11/21/1990,1554 Northern Blvd,,Manhasset,New York,11030,7184707621.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Long Island Jewish Medical Center,1630.0,7003004H,Long Island Jewish Medical Center,270-05 76 Avenue,,New Hyde Park,New York,11040,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.793934,-73.689102,"(40.793934, -73.689102)"
14839,St. Mary's Manor,EHP,Enriched Housing Program,09/07/2007,60 Doughty Boulevard,,Inwood,New York,11096,5162503234.0,5162395272.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,400-S-312,"St. Mary's Manor for Senior Citizen Housing Development Fund Company, Inc.",60 Doughty Blvd,,Inwood,New York,11096-2030,,,,,New York,,Not for Profit Corporation,40.613614,-73.745493,"(40.613614, -73.745493)"
524,Daleview Care Center,NH,Residential Health Care Facility - SNF,02/01/1989,574 Fulton Street,,Farmingdale,New York,11735,5166949800.0,5166946496.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,5150302N,MMR Care Corp,574 Fulton Street,,Farmingdale,New York,11735,,,,,New York,,Business Corporation,40.728416,-73.448219,"(40.728416, -73.448219)"
13079,Island Assisted Living,LHCSA,Licensed Home Care Services Agency,07/29/2013,820 Front Street,,Hempstead,New York,11550,5165641100.0,5165645353.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1738L001,Newco Alp Inc.,820 Front Street,,Hempstead,New York,11550,,,,,New York,,Not for Profit Corporation,40.708822,-73.601578,"(40.708822, -73.601578)"
15076,Atria Bay Shore,EHP,Enriched Housing Program,10/31/2001,53 Ocean Ave.,,Bay Shore,New York,11706,6312061200.0,6312061300.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-S-305,"ATR New York LH, Inc.",500 N. Hurstbourne Parkway,Suite 200,Louisville,New York,40222,,,Suite 200,,New York,,Business Corporation,40.716978,-73.246862,"(40.716978, -73.246862)"
9206,St. Mary's Home Care,CHHA,Certified Home Health Agency,02/09/2011,"5 Dakota Drive, Suite 200",,New Hyde Park,New York,11042-1109,5164719300.0,5163028656.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2912601,Extraordinary Home Care,"5 Dakota Drive, Suite 200",,New Hyde Park,New York,11042-1109,,,,,New York,,Not for Profit Corporation,40.759109,-73.68927,"(40.759109, -73.68927)"
557,"Parkview Care and Rehabilitation Center, Inc.",NH,Residential Health Care Facility - SNF,01/01/1901,5353 Merrick Road,,Massapequa,New York,11758,5167981800.0,5167981821.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2952301N,"Parkview Care and Rehabilitation Center, Inc.",5353 Merrick Road,,Massapequa,New York,11758,,,,,New York,,Business Corporation,40.667854,-73.438622,"(40.667854, -73.438622)"
6622,SNCH Family Health Center,HOSP-EC,Hospital Extension Clinic,04/06/2004,196 Merrick Road,,Oceanside,New York,11572,5162558413.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Mount Sinai South Nassau,527.0,2950001H,South Nassau Communities Hospital Inc,2445 Oceanside Road,,Oceanside,New York,11572,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029.0,Not for Profit Corporation,40.653667,-73.629005,"(40.653667, -73.629005)"
13053,"Peconic Landing Home Health Services, INC",LHCSA,Licensed Home Care Services Agency,06/27/2013,1500 Brecknock Road,,Greenport,New York,11944,6314772146.0,6314770061.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1695L001,"Peconic Landing Home Health Services, INC",1500 Brecknock Road,,Greenport,New York,11944,,,,,New York,,Not for Profit Corporation,41.120794,-72.362543,"(41.120794, -72.362543)"
13842,"Nurses On Hand Registry, Inc.",LHCSA,Licensed Home Care Services Agency,12/23/1993,241 Sunrise Highway,Ste 3,Rockville Centre,New York,11570-4917,5167639300.0,5167639336.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,9484L001,"Nurses On Hand Registry, Inc.",241 Sunrise Highway,,Rockville Centre,New York,11570-4917,,,,,New York,,Business Corporation,40.657729,-73.645562,"(40.657729, -73.645562)"
13628,Elegance At Home,LHCSA,Licensed Home Care Services Agency,01/09/2018,400 County Line Road,,Massapequa,New York,11758,5168129440.0,5168129439.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2668L001,Elegance Home Care Llc,400 County Line Road,,Massapequa,New York,11758,,,,,New York,,LLC,40.6787,-73.4247,"(40.6787, -73.4247)"
9926,Port Washington Dialysis Center,DTC,Diagnostic and Treatment Center,03/01/2016,50 Seaview Boulevard,,Port Washington,New York,11050,,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2951206R,"True North Dialysis Center, LLC",1 Cisney Avenue,,Floral Park,New York,11001,,,,,New York,,LLC,40.813827,-73.661853,"(40.813827, -73.661853)"
12902,"Able Health Care Service, Inc.",LHCSA,Licensed Home Care Services Agency,11/03/2008,1747-16 Veterans Highway,Suite 16,Islandia,New York,11749,6319520500.0,6319528795.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1465L002,"Able Health Care Service, Inc.",1240 Broadcast Plaza,,Merrick,New York,11566,,,,,New York,,Business Corporation,40.806623,-73.180078,"(40.806623, -73.180078)"
517,"Rockville Skilled Nursing & Rehabilitation Center, LLC",NH,Residential Health Care Facility - SNF,01/04/1999,50 Maine Avenue,,Rockville Centre,New York,11570,5165368000.0,5165367765.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2909304N,"Rockville Skilled Nursing & Rehabilitation Center, LLC",50 Maine Avenue,,Rockville Centre,New York,11570,,,,,New York,,LLC,40.663876,-73.650276,"(40.663876, -73.650276)"
13859,"Caring Professionals, Inc.",LHCSA,Licensed Home Care Services Agency,06/15/2012,961 Broadway,Suite 103,Woodmere,New York,11598,5167306418.0,3474977701.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,9543L004,"Caring Professionals, Inc.",70-20 Austin Street,,Forest Hills,New York,11375-4701,,,,,New York,,Business Corporation,40.630434,-73.707908,"(40.630434, -73.707908)"
4496,Stony Brook Technology Center,HOSP-EC,Hospital Extension Clinic,07/17/1991,33 Research Way,,East Setauket,New York,11733,5164444240.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Stony Brook University Hospital,245.0,5151001H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,40.902145,-73.086716,"(40.902145, -73.086716)"
8606,Physical Therapy & Rehab Center,HOSP-EC,Hospital Extension Clinic,08/26/2008,560 Union Blvd,,West Islip,New York,11795,6313764109.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Good Samaritan Hospital Medical Center,925.0,5154001H,Good Samaritan Hospital Medical Center,1000 Montauk Highway,,West Islip,New York,11795,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747.0,Not for Profit Corporation,40.710052,-73.29538,"(40.710052, -73.29538)"
14824,Atria Park of Lynbrook,AH,Adult Home,07/17/1998,100 Peninsula Boulevard,,Lynbrook,New York,11563,5165962700.0,5165961408.0,www.atriaseniorliving.com#http://www.atriaseniorliving.com/#,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,400-F-326,"ATR New York LH, Inc.",500 N. Hurstbourne Parkway,Suite 200,Louisville,New York,40222,,,Suite 200,,New York,,Business Corporation,40.655528,-73.679438,"(40.655528, -73.679438)"
5676,Long Island Community Hospital at NYU Langone Health Hospice,HSPC,Hospice,05/08/1995,105 West Main Street,,Patchogue,New York,11772,6316872960.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151500F,Long Island Community Hospital at NYU Langone Health,101 Hospital Road,,Patchogue,New York,11772,NYU Langone Health System,550 First Avenue,,New York,New York,10016.0,Not for Profit Corporation,40.765911,-73.017769,"(40.765911, -73.017769)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,HOSP,Hospital,01/01/1901,75 North Country Road,,Port Jefferson,New York,11777,6314731320.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5149000H,John T Mather of Port Jefferson NY Inc,North Country Road,,Port Jefferson,New York,11777,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.93816,-73.053894,"(40.93816, -73.053894)"
7741,Shinnecock Health Center,HOSP-EC,Hospital Extension Clinic,01/13/1999,Church Street PO Box 1268,,Southampton,New York,11968,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Stony Brook University Hospital,245.0,5151001H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,40.873882,-72.428635,"(40.873882, -72.428635)"
13157,"Novel Home Health Care Services Of New York, Corp.",LHCSA,Licensed Home Care Services Agency,04/01/2011,91 Carman Avenue,Suite 100,Cedarhurst,New York,11516,3477631012.0,3477630542.0,www.novelhomecare.com,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1865L002,"Novel Home Health Care Services Of New York, Corp.",247 Prospect Avenue,3rd Floor,Brooklyn,New York,11215,,,3rd Floor,,New York,,Business Corporation,40.619542,-73.726279,"(40.619542, -73.726279)"
3869,"Family Care Certified Services, a Division of Tri-Borough Certified Health Systems of NY",CHHA,Certified Home Health Agency,06/01/1988,"50 Clinton Street, Suite 601",,Hempstead,New York,11550,5169327799.0,5169321415.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2952604,"Tri-Borough Certified Health Systems of New York, LLC",50 Clinton Street,,Hempstead,New York,11550,,,,,New York,,LLC,40.776691,-73.525688,"(40.776691, -73.525688)"
5771,Charles Evans Center,DTC,Diagnostic and Treatment Center,09/27/1995,857 South Oyster Bay Road,,Bethpage,New York,11714,5166228888.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2950212R,"Charles Evans Center, Inc.",857 South Oyster Bay Road,,Bethpage,New York,11714,,,,,New York,,Not for Profit Corporation,40.761532,-73.500053,"(40.761532, -73.500053)"
539,The Five Towns Premier Rehabilitation & Nursing Center,NH,Residential Health Care Facility - SNF,01/01/1991,1050 Central Avenue,,Woodmere,New York,11598,5163749300.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2950315N,"Woodmere Rehab & Health Care Ctr, Inc",121 Franklin Place,,Woodmere,New York,11598,,,,,New York,,Business Corporation,40.632293,-73.707864,"(40.632293, -73.707864)"
13657,Comfort Home Care,LHCSA,Licensed Home Care Services Agency,06/28/2018,243 Fulton Avenue,Suite 221,Hempstead,New York,11550,5167653153.0,5163084328.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2695L001,"Ny Home Care Select, Llc",243 Fulton Avenue,Suite 221,Hempstead,New York,11550,,,Suite 221,,New York,,LLC,40.708153,-73.626499,"(40.708153, -73.626499)"
