County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference_1
Montgomery,Damin Farm Stand,8075 State Highway 5 St. Johnsville,8075 State Highway 5,St. Johnsville,NY,13452,Barb Damin,5185682643,,Daily 9am-6pm,Year-round,YR,N,N,N,Y,43.00497,-74.72233,POINT (-74.72233 43.00497)
Montgomery,Haven of Hope Farm Stand,19 Cemetery St. Fonda,19 Cemetery Street,Fonda,NY,12068,Pat Brooking,5185223342,http://www.havenofhopefarm.org,Thu-Sat 9am-4pm,Year-round,YR,N,N,N,Y,42.95627,-74.36841,POINT (-74.36841 42.95627)
Montgomery,Tylutki Family Farms Farm Stand,197 Caswell Rd Palatine Bridge,197 Caswell Rd,Palatine Bridge,NY,13428,Raymond Tylutki,5188487459,,Daily 7am-8pm,Year-round,YR,Y,N,N,Y,42.91442,-74.53936,POINT (-74.53936 42.91442)
Nassau,Belmont Park Farm Stand at Anna House,"2150 Hempstead Tpke Elmont, Gate 6 driveway",2150 Hempstead Turnpike,Elmont,NY,11003,Eleanor Poppe,5162165196,http://www.rtcany.org,Tue 10am-2pm,June 25-October 22,M,Y,N,N,Y,40.70922,-73.7216,POINT (-73.7216 40.70922)
Nassau,CCE Nassau Eisenhower Pk Farmers' Market,"Parking Field 8 Eisenhower Park, East Meadow",Stewart @ Merrick Ave.,East Meadow,NY,11554,Gregory Sandor,5168322591,http://ccenassau.org,Sat 9am-12pm,July 6-October 26,M,Y,N,N,Y,40.73687,-73.58301,POINT (-73.58301 40.73687)
Nassau,Cedarmore Farmers Market-Baldwin LIRR,Baldwin LIRR Station Parking Lot #BA 12,Lot #BA12 Sunrise Hwy,Baldwin,NY,115510,Dr. Sheila Maxwell,6784719012,,Sat 10:30am-2:30pm,July 20-October 19,M,Y,Y,N,Y,40.6566,-73.6221,POINT (-73.6221 40.6566)
Nassau,Country Fresh Farmingdale Farmers' Market,Village Green 361 Main St,361 Main St,Farmingdale,NY,11735,Mary Schneider,6316735844,,Sun 10am-2pm,June 2-November 24,M,Y,N,N,Y,40.73166,-73.44566,POINT (-73.44566 40.73166)
Nassau,Deep Roots Farmers' Market,100 Garvies Point Rd Glen Cove,100 Garvies Point Rd,Glen Cove,NY,11542,Amy Peters,5163185487,,Sat 9am-1pm,June 1-October 26,M,Y,N,N,Y,40.85889,-73.64328,POINT (-73.64328 40.85889)
Nassau,East Meadow Farm Stand,832 Merrick Ave,832 Merrick Avenue,East Meadow,NY,11554,Jane Kraus,5168322591,http://cce.nassau.org,Wed 11am-2pm,June 26-October 30,M,Y,Y,N,Y,40.70092,-73.56747,POINT (-73.56747 40.70092)
Nassau,Kennedy Plaza Long Beach Farmers' Market -Wed,1 W Chester St Long Beach,1 West Chester St,Long Beach,NY,11561,Bernadette Martin,6316785227,http://www.ligreenmarket.org,Wed 9am-2pm,May 1-November 27,P/M,Y,N,N,Y,40.58943,-73.66592,POINT (-73.66592 40.58943)
Nassau,Kennedy Plaza Long Beach Farmers' Market-Sat,"1 W Chester St Long Beach, Corner of National Blvd and Park Ave",1 West Chester St,Long Beach,NY,11561,Bernadette Martin,6316785227,http://www.ligreenmarket.org,Sat 9am-2pm,May 1-November 27,P/M,Y,N,N,Y,40.58943,-73.66592,POINT (-73.66592 40.58943)
Nassau,Long Island Growers Market,Clinton G Martin Park New Hyde Park,Clinton G Martin Park,New Hyde Park,NY,11040,Ethel Terry,6314668939,http://longislandgrowersmarket.com,Fri 7am-1pm,June 7-November 24,M,Y,N,N,Y,40.75601,-73.687,POINT (-73.687 40.75601)
Nassau,Port Washington Organic Farmers' Market,"Port Washington Town Dock , 343-355 Main St",347 Main St.,Port Washington,NY,11050,Patti Wood,5168830887,https://www.pwfarmersmarket.org/,Sat 8am-12pm,June 8-October 26,M,Y,N,N,Y,40.83153,-73.7019,POINT (-73.7019 40.83153)
Nassau,Rockville Centre Farmers' Market,"Sunrise Hwy & North Longbeach Rd , Village of Rockville Centre",Sunrise Hwy and Long Beach Rd,Rockville Centre,NY,11570,Ethel Terry,6314668939,http://www.longislandgrowersmarket.com,Sun 7am-12pm,June 2-December 29,M/X,Y,N,N,Y,40.65712,-73.6321,POINT (-73.6321 40.65712)
Nassau,Roslyn Farmers' Market,"Christopher Morley Park , 500 Searingtown Rd",500 Searingtown Rd,Roslyn Heights,NY,11577,Ethel Terry,6314668939,http://www.longislandgrowersmarket.com,Wed 7am-1pm,May 29-December 18,M/X,Y,N,N,Y,40.78188,-73.66277,POINT (-73.66277 40.78188)
Nassau,Seaford Farmers' Market,"Seaford LIRR Railroad Station lot 3, Sunrise Highway & Washington Ave",Sunrise Highway and Washington St.,Seaford,NY,11783,Ethel Terry,6314668939,http://www.longislandgrowersmarket.com,Sat 7am-12pm,June 1-November 23,M,Y,N,N,Y,40.67572,-73.48657,POINT (-73.48657 40.67572)
Nassau,The Napolitano Family Farm Stand,"3434 Hempstead Tkpe Levittown, at Good Shepard Church",3434 Hempstead Turnpike,Levittown,NY,11756,Daniel Napolitano,6462834682,http://www.napolitanofamilyfarm.com,Sat 9am-1pm,June 22-November 2,M,Y,N,N,Y,40.72556,-73.50916,POINT (-73.50916 40.72556)
New York,175th Street Greenmarket,W 175th St btwn Wadsworth & Broadway,651 West 175th St and Broadway,New York,NY,10038,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket,Thu 8am-4pm,June 27-November 21,M,Y,Y,N,Y,40.84622,-73.93847,POINT (-73.93847 40.84622)
New York,57th Street Saturday Greenmarket,10th Ave & 57th St,475 West 57th Street,New York,NY,10019,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket,Sat 8am-3pm,June 1-November 23,M,N,Y,N,Y,40.76914,-73.9882,POINT (-73.9882 40.76914)
New York,79th Street Greenmarket,79th St & Columbus Ave,366 Columbus Ave,New York,NY,10024,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/manhattan/79th-street,Sun 9am-4pm,Year-Round,YR,Y,Y,N,Y,40.7809,-73.97648,POINT (-73.97648 40.7809)
New York,82nd Street Greenmarket,82nd St btwn 1st & York Aves,408 East 82nd Street,New York,NY,10128,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/manhattan/82nd-street,Sat 9am-2:30pm,Year-round,YR,Y,Y,N,Y,40.77394,-73.9506,POINT (-73.9506 40.77394)
New York,92nd Street Greenmarket,92nd St & 1st Ave,East 94nd St and First Ave,New York,NY,10128,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket,Sun 9am-4pm,June 23-November 24,M,Y,Y,N,Y,40.78196,-73.94568,POINT (-73.94568 40.78196)
New York,97th Street Greenmarket,97th St btwn Amsterdam & Columbus Aves,West 97th St and Columbus Ave,New York,NY,10025,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/manhattan/west-97,Fri 8am-2pm,Year-round,YR,Y,Y,N,Y,40.79356,-73.96701,POINT (-73.96701 40.79356)
New York,Abingdon Square Greenmarket,Hudson St & W 12th St,601 Hudson St,New York,NY,10014,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/manhattan/abingdon-square,Sat 8am-2pm,Year-round,YR,Y,Y,N,Y,40.73719,-74.00592,POINT (-74.00592 40.73719)
New York,Astor Place Greenmarket,E 8th St & Lafayette,149-179 E 8th St,New York,NY,11218,Iliana Garcia,2127887900,https://www.grownyc.org,Tue 8am-5pm,June 4-November 26,M,Y,Y,N,Y,40.64658,-73.97198,POINT (-73.97198 40.64658)
New York,Bowling Green Thursday Greenmarket,Broadway @ Battery Place,1 Bowling Green,New York,NY,10004,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket,Thu 8am-2pm,April 16-November 26,P/M/X,Y,Y,N,Y,40.70445,-74.01423,POINT (-74.01423 40.70445)
New York,Bowling Green Tuesday Greenmarket,Broadway @ Battery Place,1 Bowling Green,New York,NY,10004,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/manhattan/bowling-green-tu,Tue 8am-2pm,April 16-November 26,P/M,Y,Y,N,Y,40.70454,-74.01418,POINT (-74.01418 40.70454)
New York,Bro/Sis Green Youth Market,140 Hamilton Place,140 Hamilton Place,Manhattan,NY,10031,Wendy Flores,2122837044,http://brotherhood-sistersol.org/programs/environmental-program,Wed 10:30am-6pm,May 17-November 22,P/M,Y,Y,N,Y,40.82428,-73.94881,POINT (-73.94881 40.82428)
New York,Chelsea Farmers' Market,383 W 23rd St.,383 W 23rd Street,New York,NY,10011,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 9am-2pm,May 20-December 21,P/M/X,Y,Y,N,Y,40.74633,-74.00081,POINT (-74.00081 40.74633)
New York,Children's Aid-Milbank Center,14-32 W 118th St New York,14-32 West 118th Street,New York,NY,10026,Giovanna Bernal,6466304515,http://childrensaidnyc.org,Wed 2:30pm-5:30pm,June 5-November 6,M,Y,Y,N,Y,40.80252,-73.94705,POINT (-73.94705 40.80252)
New York,Children's Aid-PS 178 Professor Juan BoschSchool,12-18 Elwood Street New York,12-18 Elwood Street,New York,NY,10040,Giovanna Bernal,6466304515,http://childrensaidnyc.org,Tue 2:30pm-5pm,June 4-November 5,M,Y,Y,N,Y,40.85933,-73.92798,POINT (-73.92798 40.85933)
New York,Columbia Sun Greenmarket,Broadway & 114th St,2910 Broadway,New York,NY,10027,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket,Sun 8am-4pm,Year-round,YR,Y,Y,N,Y,40.80649,-73.96469,POINT (-73.96469 40.80649)
New York,Columbia Thu Greenmarket,Broadway & 114th St,2910 Broadway,New York,NY,10027,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/manhattan/columbia-th,Thu 8am-4pm,Year-round,YR,Y,Y,N,Y,40.80649,-73.96469,POINT (-73.96469 40.80649)
New York,Dag Hammarskjold Plaza Greenmarket,47th St & 2nd Ave,245 East 47th Street,New York,NY,10017,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/manhattan/dag-hammarskjold,Wed 8am-3pm,Year-round,YR,Y,Y,N,Y,40.75333,-73.97027,POINT (-73.97027 40.75333)
New York,Domino Park Greenmarket,15 River St Brooklyn                              btwn S 1st and S 3rd St,15 River St,Brooklyn,NY,11211,Iliana Garcia,2127887900,https://www.grownyc.org,Sun 9am-3pm,June 16-November 24,M,Y,N,N,Y,40.71655,-73.96656,POINT (-73.96656 40.71655)
New York,Fort Washington Greenmarket,168th St & Fort Washington Ave,701 West 168th Street,New York,NY,10032,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket,Tue 8am-4pm,June 4-November 26,M,Y,Y,N,Y,40.84246,-73.94245,POINT (-73.94245 40.84246)
New York,Gouverneur Health GrowNYC Farm Stand,Madison St btwn Clinton & Jefferson Sts,227 Madison Street,New York,NY,10002,Meredith Clark,,https://www.grownyc.org/farmstands,Fri 8:30am-2pm,July 5-November 22,M,Y,Y,N,Y,40.71321,-73.98779,POINT (-73.98779 40.71321)
New York,Harvest Home East Harlem Farmers' Market,E 104th St. & Third Ave.,East 104th St and Third Ave,New York,NY,10029,Perla Vazquez,2128283361,http://www.harvesthomefm.org,Thu 8am-3pm,June 13-November 14,M,Y,Y,N,Y,40.79024,-73.94564,POINT (-73.94564 40.79024)
New York,Harvest Home Harlem Hospital Farmers' Market,"506 Lenox Ave. , Btwn W 136th & W 137th Sts.",137th Street and Lennox Avenue,New York,NY,10037,Perla Vazquez,2128283361,http://www.harvesthomefm.org,Fri 8am-3pm,June 14-November 15,M,Y,Y,N,Y,40.81539,-73.93985,POINT (-73.93985 40.81539)
New York,Harvest Home Lenox Ave. Farmers' Market,"Lenox Ave. btwn W 117th & W 118th Sts, New York",150 Lenox Avenue,New York,NY,10027,Perla Vazquez,2128283361,http://www.harvesthomefm.org,Sat 8am-3pm,June 22-November 16,M,Y,Y,N,Y,40.80295,-73.9489,POINT (-73.9489 40.80295)
New York,Harvest Home Metropolitan Farmers' Market,2nd Ave btwn East 97th & E99th Sts,2nd Ave. at East 99th St.,New York,NY,10029,Perla Vazquez,2128283361,http://www.harvesthomefm.org,Fri 8am-3pm,June 14-November 15,M,Y,Y,N,Y,40.78553,-73.94615,POINT (-73.94615 40.78553)
New York,Inwood Greenmarket,Isham St btwn Seaman & Cooper,620 Isham Street,New York,NY,10034,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/manhattan/inwood,Sat 8am-3pm,Year-round,YR,Y,Y,N,Y,40.86925,-73.92066,POINT (-73.92066 40.86925)
New York,Lenox Hill GrowNYC Farmstand,70th St & 1st Ave,70th St & 1st Ave,New York,NY,10021,Meredith Clark,,https://www.grownyc.org/farmstands,Thu 12pm-5pm,Year-round,YR,Y,N,N,Y,40.76653,-73.95698,POINT (-73.95698 40.76653)
New York,Lower East Side GrowNYC Farm Stand,Grand St btwn Pitt & Willett Sts,Grand St and Pitt St,New York,NY,10002,Meredith Clark,,https://www.grownyc.org/farmstands,Fri 9am-1:30pm,July 5-November 22,M,Y,Y,N,Y,40.71523,-73.9843,POINT (-73.9843 40.71523)
New York,Morningside Park Farmers' Market,237 Manhattan Ave New York,237 Manhattan Ave.,New York,NY,10025,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sat 9am-2pm,Year-round,YR,Y,Y,N,Y,40.80173,-73.95915,POINT (-73.95915 40.80173)
New York,Mount Sinai Hospital Greenmarket,Madison Ave & 99th St,1425 Madison Avenue,New York,NY,10029,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket,Wed 8am-3pm,June 19-November 27,M,Y,Y,N,Y,40.78874,-73.95276,POINT (-73.95276 40.78874)
New York,Oculus Plaza Greenmarket,"Oculus Plaza, Church St & Fulton St",185 Greenwich St,New York,NY,10007,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket,Tue 8am-5pm,June 4-October 29,M,Y,Y,N,Y,40.71203,-74.01201,POINT (-74.01201 40.71203)
New York,PS 57  GrowNYC Farm Stand,115th St and 3rd Ave,115th St. and 3rd Ave,New York,NY,10029,Meredith Clark,,https://www.grownyc.org/farmstands,Thu 10am-3pm,Year-round,YR,Y,Y,N,Y,40.79727,-73.94051,POINT (-73.94051 40.79727)
New York,Stuyvesant Town Greenmarket,"North end of town oval, near 20th St loop",East 14th Street Loop,New York,NY,10009,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket,Sun 9:30am-4pm,May 12-December 15,P/M/X,Y,Y,N,Y,40.72998,-73.97935,POINT (-73.97935 40.72998)
New York,Tompkins Square Greenmarket,Ave A & 7th St,111 Avenue A,New York,NY,10009,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/manhattan/tompkins-square,Sun 9am-4pm,Year-round,YR,Y,Y,N,Y,40.72621,-73.9836,POINT (-73.9836 40.72621)
New York,Tribeca Greenmarket Saturday,Greenwich St & Chambers St,315 Greenwich St,New York,NY,10023,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/manhattan/tribeca-sa,Sat 8am-2pm,Year-round,YR,Y,Y,N,Y,40.71697,-74.01062,POINT (-74.01062 40.71697)
New York,Tribeca Greenmarket Wednesday,Greenwich St & Chambers St,315 Greenwich St,New York,NY,10023,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket,Wed 8am-2pm,April 3-November 27,P/M,Y,Y,N,Y,40.71697,-74.01062,POINT (-74.01062 40.71697)
New York,Tucker Square Saturday Greenmarket,66th St & Broadway,125 Columbus Ave,New York,NY,10023,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket/manhattan/tuckerthursday,Sat 8am-4pm,Year-round,YR,Y,Y,N,Y,40.7731,-73.98171,POINT (-73.98171 40.7731)
New York,Tucker Square Thursday Greenmarket,66th St & Broadway,125 Columbus Avenue,New York,NY,10023,Iliana Garcia,2127887900,http://www.grownyc.org/greenmarket,Thu 8am-3pm,Year-round,YR,Y,Y,N,Y,40.7731,-73.98171,POINT (-73.98171 40.7731)
New York,Union Square Friday Greenmarket,"31 Union Square W, NW side of Park",31 Union Square West,New York,NY,10003,Iliana Garcia,2127887900,https://www.grownyc.org/greenmarket,Fri 8am-6pm,Year-round,YR,Y,Y,N,Y,40.73669,-73.99079,POINT (-73.99079 40.73669)
New York,Union Square Monday Greenmarket,"31 Union Square W, NW side of Park",31 Union Square West,New York,NY,10003,Iliana Garcia,2127887900,https://www.grownyc.org/greenmarket/manhattan-union-square-w,Mon 8am-6pm,Year-round,YR,Y,Y,N,Y,40.73669,-73.99079,POINT (-73.99079 40.73669)
New York,Union Square Saturday Greenmarket,"31 Union Square W , NW side of Park",31 Union Square West,New York,NY,10003,Iliana Garcia,2127887900,https://www.grownyc.org/greenmarket,Sat 8am-6pm,Year-round,YR,Y,Y,N,Y,40.73669,-73.99079,POINT (-73.99079 40.73669)
New York,Union Square Wednesday Greenmarket,Union Square W & 17th St,31 Union Square West,New York,NY,10003,Iliana Garcia,2127887900,https://www.grownyc.org/greenmarket,Wed 8am-6pm,Year-round,YR,Y,Y,N,Y,40.73669,-73.99079,POINT (-73.99079 40.73669)
New York,Uptown Good Food Farm Stand,330 St. Nicholas Ave,330 St. Nicholas Ave,New York,NY,10027,Judith Desire,3473917189,,Thu 3pm-7pm,June 6-October 31,M,Y,Y,N,Y,40.81176,-73.95167,POINT (-73.95167 40.81176)
New York,Uptown Good Food Farmers' Market,St. Nicholas Ave & West 137th St,St. Nicholas Ave & West 137th St,New York,NY,10032,Judith Desire,3473917189,,Sat 9am-3pm,June 1-November 23,M,Y,Y,N,Y,40.81856,-73.94745,POINT (-73.94745 40.81856)
New York,Uptown Grand Central GrowNYC Farmstand,125th Street & Park Ave,125th Street and Park Ave,New York,NY,10035,Meredith Clark,,https://www.grownyc.org/farmstands,Wed 1:30pm-7pm,Year-round,YR,Y,N,N,Y,40.80513,-73.93921,POINT (-73.93921 40.80513)
Niagara,Human Farms and Greenhouse Farm Stand,2853 Hess Rd Appleton,2853 Hess Rd,Appleton,NY,14008,Ronald Human,7165312820,,"Daily 10am-6pm, Nov 1-Dec 31 12pm-5pm",Year-round,YR,Y,Y,N,Y,43.27537,-78.64954,POINT (-78.64954 43.27537)
Niagara,Huntington Farm Stand I,9715 Ridge Rd. Middleport,9715 Ridge Rd.,Middleport,NY,14105,Dan Huntington,7163930590,,Daily 10am-6pm,June 1-October 14,M,Y,N,N,Y,43.24672,-78.48848,POINT (-78.48848 43.24672)
Niagara,Lockport Community Farmers' Market,69 Canal Street,69 Canal Street,Lockport,NY,14094,Grace Platt,7164340212,http://www.lockportcommunitymarket.com,"Wed 3pm-7pm, Sat 10am-2pm",July 3-September 25,M,Y,Y,Y,Y,43.17085,-78.6939,POINT (-78.6939 43.17085)
Niagara,Lockport Community WINTER Farmers' Market,210 Walnut St,210 Walnut Street,Lockport,NY,14094,Grace Platt,7164340212,http://www.lockportcommunitymarket.com,1st & 3rd Sat 10am-2pm,"November 2-May 11, 2025",M/X/W/P,N,Y,N,Y,43.16958,-78.68743,POINT (-78.68743 43.16958)
Niagara,Newfane Methodist Farmers' Market,2699 Main St. Newfane,2699 Main St.,Newfane,NY,14108,Amy Luckman,7167787011,,Wed  4:30pm-7pm,June 26-September 25,M,Y,N,N,Y,43.28365,-78.70879,POINT (-78.70879 43.28365)
Niagara,North Tonawanda City Sat Farmers' Market,Robinson Rd and Payne Ave,310 Robinson Road,North Tonawanda,NY,14120,Chris Del Prince,7166958000,,Sat 7am-1pm,Year-round,YR,N,Y,N,Y,43.03377,-78.87021,POINT (-78.87021 43.03377)
Niagara,North Tonawanda City Thurs Farmers' Market,Robinson Rd and Payne Ave,310 Robinson Road,North Tonawanda,NY,14120,Chris Del Prince,7166958000,,Thu 7am-1pm,Year-round,YR,N,Y,N,Y,43.03377,-78.87021,POINT (-78.87021 43.03377)
Niagara,North Tonawanda City Tue Farmers' Market,Robinson Rd and Payne Ave,310 Robinson Road,North Tonawanda,NY,14120,Chris Del Prince,7166958000,,Tue 7am-1pm,Year-round,YR,N,Y,N,Y,43.03377,-78.87021,POINT (-78.87021 43.03377)
Niagara,Randy Becken Farm Stand,3302 Upper Mountain Rd Sanborn,3302 Upper Mountain Road,Sanborn,NY,14132,Randy Becken,7165458706,,"Wed-Sat 10am-6pm, Sun 10am-5pm",August 1-November 9,M,Y,N,N,Y,43.16543,-78.86239,POINT (-78.86239 43.16543)
Niagara,Schwab Farm Stand,9035 Rochester Rd Gasport,9035 Rochester Rd,Gasport,NY,14067,Carol Schaal,7167357570,http://www.schwabsfarm.com,"Mon-Fri 8am-7pm, Sat 8am-6pm  Sun 9am-5pm",Year-round,YR,N,Y,N,Y,43.20425,-78.52308,POINT (-78.52308 43.20425)
Oneida,Boonville Community Harvest Farmers' Market,"Erwin Park, 13054 State Rte 12",13149 State Rte 12,Boonville,NY,13309,Tammy Kelly,3155205565,,Fri 2pm-7pm,June 14-September 14,M,Y,Y,N,Y,43.48252,-75.32731,POINT (-75.32731 43.48252)
Oneida,Boonville Farmers' Market,13149 State Route 12,13149 State Route 12,Boonville,NY,13309,Patti McDaniel,3159425112,http://boonvillechamber.com,Thu 12pm-5pm,June 13-September 26,M,Y,Y,N,Y,43.47538,-75.31608,POINT (-75.31608 43.47538)
Oneida,Clinton Farmers' Market,Village Green 21 West Park Row,21 West Park Row,Clinton,NY,13323,Molly Marris,3158531735,http://www.clintonnychamber.org,Thu 10am-4pm,June 6-October 3,M,Y,Y,N,Y,43.04932,-75.37881,POINT (-75.37881 43.04932)
Oneida,Horn's Family Farm Stand,9629 Main St Remsen,9629 Main St,Remsen,NY,13438,Eric Horn,3158313541,http://hornsfamilyfarm.com,"Mon-Fri 12pm-6pm, Sat 9am-3pm",Year-round,YR,Y,Y,N,Y,43.32745,-75.18713,POINT (-75.18713 43.32745)
Oneida,Oneida County Public Market,"REA Wing Union Station, 321 Main St. Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157363394,http://www.oneidacountymarket.com,Sat 9am-1pm,Year-round,YR,Y,Y,N,Y,43.10393,-75.2239,POINT (-75.2239 43.10393)
Oneida,Utica Farmers' Market,1 Kennedy Plaza,1 Kennedy Plaza,Utica,NY,13501,Edita Rosic,3157920114,,Wed 8am-5pm,June 26-October 30,M,Y,Y,N,Y,43.10123,-75.23606,POINT (-75.23606 43.10123)
Oneida,Wagner Farms Farm Stand,5841 Old Oneida Rd Rome,5841 Old Oneida Rd,Rome,NY,13440,Ronald Wagner,3153395182,http://wagnerfarmsny.com,Daily 10am-6pm,Year-round,YR,N,N,N,Y,43.1805,-75.50086,POINT (-75.50086 43.1805)
Onondaga,Bayberry Plaza Farmers' Market,Kinney lot 7608 Oswego Rd Liverpool,7608 Oswego Rd,Liverpool,NY,13090,Kathy Parrotta,3156521463,http://www.bayberryplaza.com,Wed 8am-2pm,May 22-November 6,P/M,Y,N,N,Y,43.13779,-76.22602,POINT (-76.22602 43.13779)
Onondaga,Central NY Saturday Regional Market Authority,2100 Park St. Syracuse,2100 Park Street,Syracuse,NY,13208,Taylor Deats,3154228647,https://www.cnyregionalmarket.com/,Sat 7am-2pm,Year-round,YR,Y,Y,Y,Y,43.07269,-76.16835,POINT (-76.16835 43.07269)
Onondaga,Central NY Sunday Regional Market Authority,2100 Park St. Syracuse,2100 Park Street,Syracuse,NY,13208,Taylor Deats,3154228647,https://www.cnyregionalmarket.com/,Sun 7am-2pm,May 5-October 27,M,Y,Y,Y,Y,43.07269,-76.16835,POINT (-76.16835 43.07269)
Onondaga,Central NY Thursday Regional Market Authority,2100 Park St. Syracuse,2100 Park Street,Syracuse,NY,13208,Taylor Deats,3154228647,https://www.cnyregionalmarket.com/,Thu 7am-2pm,Year-round,YR,Y,Y,Y,Y,43.07269,-76.16835,POINT (-76.16835 43.07269)
Onondaga,Delaney Farms Farm Stand,4545 Kasson Rd.,4545 Kasson Rd.,Syracuse,NY,13215,JoAnn Delaney,3154691668,,Daily 9am-6pm,May-October,M,Y,N,N,Y,42.9876,-76.2609,POINT (-76.2609 42.9876)
Onondaga,Downtown Syracuse Farmers' Market,Clinton Square,Clinton St and Water St,Syracuse,NY,13202,Heather Schroeder,3154228284,http://www.downtownsyracuse.com,Tue 8am-2pm,June 11-October 8,M,Y,Y,N,Y,43.05054,-76.15354,POINT (-76.15354 43.05054)
Onondaga,Fayetteville Farmers' Market,Fayetteville Town Ctr 504 Burdick St.,504 Burdick Street,Fayetteville,NY,13066,Lacey Cashman,3013351434,http://www.fayettevillefarmersmarketcny.com,Thu 12pm-6pm,May 2-October 31,P/M,Y,N,N,Y,43.02764,-76.01608,POINT (-76.01608 43.02764)
Onondaga,Skaneateles Farmer's Market-Saturday,1 East Austin St. Austin Park Pavilion,1 East Austin Street,Pavilion,NY,13152,Sue Murphy,3157279320,https://www.townofskaneateles.com,Sat 9:30am-12:30pm,May 25-October 12,P/M,Y,Y,N,Y,42.95091,-76.43045,POINT (-76.43045 42.95091)
Onondaga,Skaneateles Farmers' Market-Thursday,1 East Austin St. Austin Park Pavilion,One E. Austin St,Skaneateles,NY,13152,Sue Murphy,3157279320,http://www.townofskaneateles.com,Thu 3pm-6pm,May 25-October 10,P/M,Y,Y,N,Y,42.95089,-76.4309,POINT (-76.4309 42.95089)
Onondaga,Syracuse Eastside Neighborhood Farmers' Market,"Westcott Community Ctr , 826 Euclid Ave",826 Euclid Ave,Syracuse,NY,13210,Jessica Ginney,3154788634,https://westcottcc.org/syracuse-eastside-farmers-market,Wed 2pm-6pm,June 5-October 25,M,Y,N,N,Y,43.03662,-76.1192,POINT (-76.1192 43.03662)
Ontario,Geneva Farmers Market,35 Lakefront Dr,35 Lakefront Dr,Geneva,NY,14456,Liz Toner,3158286588,http://www.downtowngeneva.org/farmers-market.html,Sat 8am-1:30 pm,May 25-October 12,P/M,Y,Y,Y,Y,42.8664,-76.98021,POINT (-76.98021 42.8664)
Ontario,Victor Farmers' Market,Village Hall Parking Lot 60 East Main St,60 East Main St,Victor,NY,14564,Roseanne Turner-Adams,5859243311,http://www.victorny.org,Wed 3pm-6pm,June 5-October 30,M,Y,N,N,Y,42.98236,-77.4088,POINT (-77.4088 42.98236)
Orange,Cornwall Farmers' Market,183 Main St,183 Main Street,Cornwall,NY,12518,Phylis Murphy,8455342070,,Wed 11am-5pm,May 22-October 30,P/M,Y,N,N,Y,41.438985,-74.028493,POINT (-74.028493 41.438985)
Orange,Florida NY Farmers' Market,Route 12 A & 94 across from Dollar Tree,133 N Main Street,Florida,NY,10921,Janet Picarelli,8456518310,http://www.floridafarmersmarket.org,Tue 10am-4pm,June 25-October 29,M,Y,Y,N,Y,41.33775,-74.35873,POINT (-74.35873 41.33775)
Orange,Healthy Orange Farmers' Market,"130 Broadway (lawn next to DMV bldg), btwn Johnston & Landers St. Newburgh",131 Broadway,Newburgh,NY,12550,Jeffrey Woody,8453606691,http://www.healthyorange.com,Tue 10am-2pm,June 18-October 29,M,Y,Y,N,Y,41.50009,-74.01254,POINT (-74.01254 41.50009)
Orange,Lakeside Greenwood Lake Farmers' Market,Winstanley Park on Windemere Ave,Winstanley Park on Windemere Avenue,Greenwood Lake,NY,10925,Karen Wintrow,8454779215,,Sat 9am-1pm,June 8-October 26,M,Y,N,N,Y,41.2235,-74.29337,POINT (-74.29337 41.2235)
Orange,Middletown Farmers' Market,Erie Way Park 1-31 Union St,1-31 Union St.,Middletown,NY,10940,Stephania Sande,8453438075,http://www.middletownbid.org,Sat 8am-1pm,June 1-October 19,M,Y,Y,N,Y,41.44814,-74.41459,POINT (-74.41459 41.44814)
